0: red=255, green=255, blue=255, opacity=0
6285: red=84, green=103, blue=155, opacity=0
6286: red=230, green=236, blue=243, opacity=0
6287: red=132, green=146, blue=181, opacity=0
6288: red=144, green=159, blue=195, opacity=0
6289: red=151, green=162, blue=188, opacity=0
6290: red=201, green=214, blue=230, opacity=0
6291: red=123, green=134, blue=178, opacity=0
6292: red=133, green=154, blue=189, opacity=0
6293: red=21, green=55, blue=126, opacity=0
6294: red=24, green=52, blue=136, opacity=0
6295: red=24, green=52, blue=136, opacity=0
6296: red=29, green=55, blue=118, opacity=0
6297: red=18, green=56, blue=132, opacity=0
6298: red=18, green=56, blue=132, opacity=0
6299: red=19, green=54, blue=135, opacity=0
6300: red=21, green=54, blue=133, opacity=0
6301: red=21, green=54, blue=133, opacity=0
6302: red=28, green=56, blue=125, opacity=0
6303: red=26, green=53, blue=131, opacity=0
6304: red=16, green=54, blue=136, opacity=0
6305: red=26, green=53, blue=131, opacity=0
6306: red=16, green=54, blue=136, opacity=0
6307: red=16, green=54, blue=133, opacity=0
6308: red=18, green=56, blue=136, opacity=0
6309: red=18, green=56, blue=136, opacity=0
6310: red=18, green=54, blue=133, opacity=0
6311: red=16, green=54, blue=133, opacity=0
6312: red=16, green=54, blue=136, opacity=0
6313: red=18, green=56, blue=132, opacity=0
6314: red=18, green=54, blue=133, opacity=0
6315: red=19, green=45, blue=121, opacity=0
6316: red=29, green=55, blue=118, opacity=0
6317: red=19, green=54, blue=135, opacity=0
6318: red=26, green=53, blue=131, opacity=0
6319: red=21, green=55, blue=126, opacity=0
6320: red=40, green=67, blue=136, opacity=0
6321: red=120, green=134, blue=170, opacity=0
6322: red=130, green=151, blue=193, opacity=0
6323: red=132, green=148, blue=187, opacity=0
6324: red=122, green=140, blue=180, opacity=0
6325: red=132, green=146, blue=181, opacity=0
6326: red=250, green=250, blue=250, opacity=0
6327: red=255, green=253, blue=253, opacity=0
6328: red=129, green=140, blue=172, opacity=0
6329: red=99, green=120, blue=164, opacity=0
6330: red=148, green=169, blue=205, opacity=0
6331: red=133, green=154, blue=189, opacity=0
6332: red=97, green=122, blue=172, opacity=0
6333: red=95, green=109, blue=161, opacity=0
6334: red=74, green=102, blue=165, opacity=0
6335: red=17, green=49, blue=129, opacity=0
6336: red=40, green=67, blue=136, opacity=0
6337: red=40, green=67, blue=136, opacity=0
6338: red=17, green=49, blue=129, opacity=0
6339: red=132, green=148, blue=187, opacity=0
6340: red=156, green=167, blue=206, opacity=0
6341: red=51, green=72, blue=137, opacity=0
6342: red=68, green=75, blue=105, opacity=0
6343: red=140, green=130, blue=89, opacity=0
6344: red=26, green=51, blue=124, opacity=0
6345: red=21, green=53, blue=130, opacity=0
6346: red=19, green=54, blue=135, opacity=0
6347: red=18, green=56, blue=132, opacity=0
6348: red=18, green=54, blue=133, opacity=0
6349: red=24, green=52, blue=136, opacity=0
6350: red=96, green=94, blue=100, opacity=0
6351: red=214, green=185, blue=70, opacity=0
6352: red=96, green=99, blue=92, opacity=0
6353: red=18, green=45, blue=129, opacity=0
6354: red=16, green=54, blue=136, opacity=0
6355: red=26, green=53, blue=131, opacity=0
6356: red=26, green=53, blue=131, opacity=0
6357: red=21, green=54, blue=133, opacity=0
6358: red=26, green=53, blue=131, opacity=0
6359: red=16, green=54, blue=133, opacity=0
6360: red=16, green=54, blue=133, opacity=0
6361: red=128, green=127, blue=104, opacity=0
6362: red=102, green=103, blue=100, opacity=0
6363: red=21, green=49, blue=134, opacity=0
6364: red=18, green=54, blue=133, opacity=0
6365: red=18, green=54, blue=133, opacity=0
6366: red=21, green=54, blue=133, opacity=0
6367: red=18, green=54, blue=133, opacity=0
6368: red=170, green=179, blue=202, opacity=0
6369: red=255, green=255, blue=255, opacity=0
6370: red=254, green=251, blue=250, opacity=0
6371: red=253, green=253, blue=255, opacity=0
6372: red=255, green=255, blue=255, opacity=0
6373: red=255, green=255, blue=255, opacity=0
6374: red=255, green=255, blue=255, opacity=0
6375: red=255, green=255, blue=255, opacity=0
6376: red=255, green=255, blue=255, opacity=0
6377: red=255, green=255, blue=255, opacity=0
6378: red=255, green=255, blue=255, opacity=0
6379: red=255, green=255, blue=255, opacity=0
6380: red=255, green=255, blue=255, opacity=0
6381: red=255, green=255, blue=255, opacity=0
6382: red=255, green=255, blue=255, opacity=0
6383: red=255, green=255, blue=255, opacity=0
6384: red=255, green=255, blue=255, opacity=0
6385: red=255, green=255, blue=255, opacity=0
6386: red=255, green=255, blue=255, opacity=0
6387: red=255, green=255, blue=255, opacity=0
6388: red=255, green=255, blue=255, opacity=0
6389: red=255, green=255, blue=255, opacity=0
6390: red=110, green=127, blue=178, opacity=0
6391: red=11, green=44, blue=122, opacity=0
6392: red=19, green=45, blue=121, opacity=0
6393: red=11, green=46, blue=130, opacity=0
6394: red=16, green=54, blue=133, opacity=0
6395: red=18, green=54, blue=133, opacity=0
6396: red=53, green=70, blue=116, opacity=0
6397: red=121, green=117, blue=98, opacity=0
6398: red=177, green=158, blue=85, opacity=0
6399: red=248, green=208, blue=54, opacity=0
6400: red=224, green=193, blue=62, opacity=0
6401: red=131, green=121, blue=90, opacity=0
6402: red=115, green=109, blue=88, opacity=0
6403: red=170, green=150, blue=75, opacity=0
6404: red=102, green=103, blue=100, opacity=0
6405: red=81, green=92, blue=113, opacity=0
6406: red=71, green=83, blue=116, opacity=0
6407: red=63, green=74, blue=113, opacity=0
6408: red=45, green=65, blue=112, opacity=0
6409: red=21, green=55, blue=126, opacity=0
6410: red=21, green=54, blue=133, opacity=0
6411: red=18, green=54, blue=133, opacity=0
6412: red=13, green=51, blue=133, opacity=0
6413: red=18, green=54, blue=133, opacity=0
6414: red=48, green=61, blue=116, opacity=0
6415: red=149, green=138, blue=88, opacity=0
6416: red=85, green=90, blue=103, opacity=0
6417: red=13, green=49, blue=125, opacity=0
6418: red=21, green=55, blue=126, opacity=0
6419: red=21, green=54, blue=133, opacity=0
6420: red=21, green=53, blue=130, opacity=0
6421: red=47, green=81, blue=151, opacity=0
6422: red=47, green=81, blue=151, opacity=0
6423: red=20, green=50, blue=125, opacity=0
6424: red=84, green=103, blue=155, opacity=0
6425: red=157, green=170, blue=196, opacity=0
6426: red=122, green=140, blue=180, opacity=0
6427: red=90, green=110, blue=160, opacity=0
6428: red=122, green=149, blue=195, opacity=0
6429: red=47, green=81, blue=151, opacity=0
6430: red=84, green=103, blue=155, opacity=0
6431: red=213, green=223, blue=237, opacity=0
6432: red=120, green=134, blue=170, opacity=0
6433: red=132, green=148, blue=187, opacity=0
6434: red=184, green=192, blue=207, opacity=0
6435: red=156, green=167, blue=206, opacity=0
6436: red=139, green=156, blue=194, opacity=0
6437: red=84, green=107, blue=165, opacity=0
6438: red=19, green=45, blue=121, opacity=0
6439: red=21, green=55, blue=126, opacity=0
6440: red=24, green=52, blue=136, opacity=0
6441: red=24, green=52, blue=136, opacity=0
6442: red=29, green=55, blue=118, opacity=0
6443: red=18, green=56, blue=132, opacity=0
6444: red=18, green=56, blue=132, opacity=0
6445: red=18, green=56, blue=132, opacity=0
6446: red=19, green=54, blue=135, opacity=0
6447: red=21, green=54, blue=133, opacity=0
6448: red=21, green=54, blue=133, opacity=0
6449: red=28, green=56, blue=125, opacity=0
6450: red=26, green=53, blue=131, opacity=0
6451: red=16, green=54, blue=136, opacity=0
6452: red=26, green=53, blue=131, opacity=0
6453: red=16, green=54, blue=136, opacity=0
6454: red=16, green=54, blue=133, opacity=0
6455: red=18, green=56, blue=136, opacity=0
6456: red=18, green=56, blue=136, opacity=0
6457: red=18, green=54, blue=133, opacity=0
6458: red=16, green=54, blue=133, opacity=0
6459: red=19, green=54, blue=135, opacity=0
6460: red=19, green=54, blue=135, opacity=0
6461: red=19, green=54, blue=135, opacity=0
6462: red=21, green=54, blue=133, opacity=0
6463: red=21, green=54, blue=133, opacity=0
6464: red=13, green=51, blue=133, opacity=0
6465: red=19, green=54, blue=135, opacity=0
6466: red=84, green=103, blue=155, opacity=0
6467: red=123, green=146, blue=187, opacity=0
6468: red=149, green=167, blue=198, opacity=0
6469: red=108, green=123, blue=162, opacity=0
6470: red=105, green=131, blue=182, opacity=0
6471: red=214, green=218, blue=231, opacity=0
6472: red=252, green=253, blue=244, opacity=0
6473: red=126, green=145, blue=176, opacity=0
6474: red=105, green=124, blue=172, opacity=0
6475: red=164, green=179, blue=210, opacity=0
6476: red=108, green=123, blue=162, opacity=0
6477: red=84, green=103, blue=155, opacity=0
6478: red=56, green=84, blue=152, opacity=0
6479: red=19, green=45, blue=121, opacity=0
6480: red=21, green=53, blue=130, opacity=0
6481: red=47, green=81, blue=151, opacity=0
6482: red=35, green=61, blue=132, opacity=0
6483: red=40, green=67, blue=136, opacity=0
6484: red=120, green=134, blue=170, opacity=0
6485: red=105, green=124, blue=172, opacity=0
6486: red=96, green=116, blue=172, opacity=0
6487: red=27, green=60, blue=137, opacity=0
6488: red=143, green=137, blue=101, opacity=0
6489: red=131, green=121, blue=90, opacity=0
6490: red=26, green=51, blue=124, opacity=0
6491: red=11, green=44, blue=122, opacity=0
6492: red=18, green=54, blue=133, opacity=0
6493: red=18, green=54, blue=133, opacity=0
6494: red=21, green=54, blue=133, opacity=0
6495: red=76, green=84, blue=107, opacity=0
6496: red=177, green=158, blue=85, opacity=0
6497: red=53, green=70, blue=116, opacity=0
6498: red=21, green=53, blue=130, opacity=0
6499: red=21, green=54, blue=133, opacity=0
6500: red=19, green=54, blue=135, opacity=0
6501: red=53, green=70, blue=116, opacity=0
6502: red=21, green=53, blue=130, opacity=0
6503: red=21, green=54, blue=133, opacity=0
6504: red=19, green=54, blue=135, opacity=0
6505: red=21, green=54, blue=133, opacity=0
6506: red=121, green=120, blue=111, opacity=0
6507: red=109, green=111, blue=103, opacity=0
6508: red=20, green=50, blue=125, opacity=0
6509: red=21, green=54, blue=133, opacity=0
6510: red=21, green=54, blue=133, opacity=0
6511: red=21, green=55, blue=126, opacity=0
6512: red=26, green=53, blue=131, opacity=0
6513: red=84, green=103, blue=155, opacity=0
6514: red=243, green=246, blue=250, opacity=0
6515: red=254, green=251, blue=250, opacity=0
6516: red=252, green=253, blue=244, opacity=0
6517: red=255, green=255, blue=255, opacity=0
6518: red=255, green=255, blue=255, opacity=0
6519: red=255, green=255, blue=255, opacity=0
6520: red=255, green=255, blue=255, opacity=0
6521: red=255, green=255, blue=255, opacity=0
6522: red=255, green=255, blue=255, opacity=0
6523: red=255, green=255, blue=255, opacity=0
6524: red=255, green=255, blue=255, opacity=0
6525: red=255, green=255, blue=255, opacity=0
6526: red=255, green=255, blue=255, opacity=0
6527: red=255, green=255, blue=255, opacity=0
6528: red=255, green=255, blue=255, opacity=0
6529: red=255, green=255, blue=255, opacity=0
6530: red=255, green=255, blue=255, opacity=0
6531: red=255, green=255, blue=255, opacity=0
6532: red=255, green=255, blue=255, opacity=0
6533: red=255, green=255, blue=255, opacity=0
6534: red=214, green=218, blue=231, opacity=0
6535: red=51, green=72, blue=137, opacity=0
6536: red=28, green=56, blue=125, opacity=0
6537: red=21, green=54, blue=133, opacity=0
6538: red=18, green=54, blue=133, opacity=0
6539: red=18, green=56, blue=132, opacity=0
6540: red=21, green=54, blue=133, opacity=0
6541: red=42, green=65, blue=120, opacity=0
6542: red=36, green=56, blue=120, opacity=0
6543: red=41, green=59, blue=111, opacity=0
6544: red=100, green=103, blue=115, opacity=0
6545: red=196, green=168, blue=71, opacity=0
6546: red=235, green=195, blue=49, opacity=0
6547: red=235, green=195, blue=49, opacity=0
6548: red=150, green=133, blue=76, opacity=0
6549: red=26, green=50, blue=117, opacity=0
6550: red=26, green=53, blue=131, opacity=0
6551: red=16, green=49, blue=133, opacity=0
6552: red=16, green=49, blue=133, opacity=0
6553: red=11, green=44, blue=122, opacity=0
6554: red=18, green=52, blue=132, opacity=0
6555: red=16, green=54, blue=133, opacity=0
6556: red=21, green=49, blue=130, opacity=0
6557: red=18, green=56, blue=136, opacity=0
6558: red=26, green=50, blue=117, opacity=0
6559: red=121, green=117, blue=98, opacity=0
6560: red=167, green=151, blue=86, opacity=0
6561: red=36, green=56, blue=120, opacity=0
6562: red=13, green=51, blue=133, opacity=0
6563: red=18, green=56, blue=132, opacity=0
6564: red=19, green=54, blue=135, opacity=0
6565: red=21, green=54, blue=133, opacity=0
6566: red=21, green=54, blue=133, opacity=0
6567: red=28, green=56, blue=125, opacity=0
6568: red=57, green=81, blue=142, opacity=0
6569: red=126, green=144, blue=193, opacity=0
6570: red=164, green=172, blue=199, opacity=0
6571: red=230, green=236, blue=243, opacity=0
6572: red=213, green=223, blue=237, opacity=0
6573: red=164, green=186, blue=220, opacity=0
6574: red=57, green=81, blue=142, opacity=0
6575: red=74, green=102, blue=165, opacity=0
6576: red=192, green=209, blue=227, opacity=0
6577: red=122, green=149, blue=195, opacity=0
6578: red=130, green=151, blue=193, opacity=0
6579: red=192, green=209, blue=227, opacity=0
6580: red=129, green=140, blue=172, opacity=0
6581: red=144, green=159, blue=195, opacity=0
6582: red=35, green=61, blue=132, opacity=0
6583: red=19, green=45, blue=121, opacity=0
6584: red=21, green=54, blue=133, opacity=0
6585: red=21, green=54, blue=133, opacity=0
6586: red=18, green=56, blue=132, opacity=0
6587: red=16, green=54, blue=136, opacity=0
6588: red=18, green=54, blue=133, opacity=0
6589: red=21, green=54, blue=133, opacity=0
6590: red=18, green=54, blue=133, opacity=0
6591: red=18, green=56, blue=132, opacity=0
6592: red=18, green=56, blue=132, opacity=0
6593: red=21, green=54, blue=133, opacity=0
6594: red=28, green=56, blue=125, opacity=0
6595: red=19, green=45, blue=121, opacity=0
6596: red=19, green=54, blue=135, opacity=0
6597: red=18, green=56, blue=132, opacity=0
6598: red=26, green=53, blue=131, opacity=0
6599: red=19, green=54, blue=135, opacity=0
6600: red=16, green=54, blue=133, opacity=0
6601: red=16, green=54, blue=136, opacity=0
6602: red=18, green=56, blue=132, opacity=0
6603: red=18, green=54, blue=133, opacity=0
6604: red=19, green=45, blue=121, opacity=0
6605: red=29, green=55, blue=118, opacity=0
6606: red=19, green=54, blue=135, opacity=0
6607: red=26, green=53, blue=131, opacity=0
6608: red=21, green=55, blue=126, opacity=0
6609: red=18, green=56, blue=132, opacity=0
6610: red=19, green=54, blue=135, opacity=0
6611: red=51, green=72, blue=137, opacity=0
6612: red=131, green=141, blue=181, opacity=0
6613: red=149, green=167, blue=198, opacity=0
6614: red=133, green=154, blue=189, opacity=0
6615: red=97, green=122, blue=172, opacity=0
6616: red=170, green=179, blue=202, opacity=0
6617: red=255, green=255, blue=255, opacity=0
6618: red=126, green=145, blue=176, opacity=0
6619: red=105, green=124, blue=172, opacity=0
6620: red=105, green=124, blue=172, opacity=0
6621: red=121, green=142, blue=187, opacity=0
6622: red=89, green=114, blue=169, opacity=0
6623: red=40, green=73, blue=146, opacity=0
6624: red=27, green=60, blue=137, opacity=0
6625: red=21, green=53, blue=130, opacity=0
6626: red=19, green=54, blue=135, opacity=0
6627: red=18, green=56, blue=132, opacity=0
6628: red=74, green=102, blue=165, opacity=0
6629: red=73, green=97, blue=156, opacity=0
6630: red=33, green=63, blue=127, opacity=0
6631: red=84, green=107, blue=165, opacity=0
6632: red=66, green=93, blue=160, opacity=0
6633: red=71, green=83, blue=116, opacity=0
6634: red=156, green=146, blue=93, opacity=0
6635: red=85, green=90, blue=103, opacity=0
6636: red=13, green=49, blue=125, opacity=0
6637: red=21, green=55, blue=126, opacity=0
6638: red=21, green=54, blue=133, opacity=0
6639: red=21, green=53, blue=130, opacity=0
6640: red=45, green=65, blue=112, opacity=0
6641: red=156, green=146, blue=93, opacity=0
6642: red=71, green=83, blue=116, opacity=0
6643: red=15, green=52, blue=136, opacity=0
6644: red=19, green=52, blue=138, opacity=0
6645: red=21, green=54, blue=133, opacity=0
6646: red=109, green=111, blue=103, opacity=0
6647: red=57, green=71, blue=108, opacity=0
6648: red=13, green=51, blue=133, opacity=0
6649: red=16, green=54, blue=133, opacity=0
6650: red=18, green=52, blue=132, opacity=0
6651: red=53, green=70, blue=116, opacity=0
6652: red=42, green=65, blue=120, opacity=0
6653: red=18, green=54, blue=133, opacity=0
6654: red=15, green=52, blue=136, opacity=0
